Platform	Genre	Name	Year_Released	Developer
3DS	Strategy	Code Name: S.T.E.A.M.	2015	Intelligent Systems
X360	Shooter	The Bureau: XCOM Declassified	2013	2K Marin
PC	Shooter	Star Wars: Battlefront	2004	EA DICE
XB	Shooter	BloodRayne	2002	Terminal Reality
DS	Action	Harry Potter and the Deathly Hallows - Part 2	2011	Full Fat
Wii	Action	Puss in Boots	2011	Blitz Games
Wii	Racing	TRON: Evolution - Battle Grids	2010	?
XB	Sports	NHL 2K6	2005	2K Sports
X360	Adventure	Hannah Montana: The Movie	2009	n-Space
XB	Action	Tenchu: Return From Darkness	2004	K2 LLC
PS2	Misc	World Poker Tour	2005	Coresoft
PS2	Shooter	Neo Contra	2004	KCET
PSP	Sports	MVP Baseball	2005	EA Canada
DS	Adventure	Where's Waldo? The Fantastic Journey	2009	Classic Media Distribution Limited
X360	Action	WipeOut 3 The Game	2012	?
DS	Sports	Tony Hawk's American Sk8land	2005	Vicarious Visions
2600	Action	Ghostbusters II	N/A	?
2600	Puzzle	Breakaway IV	N/A	?
2600	Sports	RealSports Baseball	1981	?
PS3	Role-Playing	Atelier Escha & Logy: Alchemists of the Dusk Sky	2013	?
3DS	Action	LEGO Ninjago: Shadow of Ronin	2015	TT Fusion
PS2	Action	Viewtiful Joe 2	2004	Clover Studio
X360	Sports	The BIGS 2	2009	Blue Castle Games
PS2	Shooter	Quake III: Revolution	2001	Bullfrog Productions
PS2	Platform	Pac-Man World 3	2005	Blitz Games
X360	Shooter	50 Cent: Blood on the Sand	2009	Swordfish Studios
GC	Fighting	Naruto: Clash of Ninja (JP sales)	2003	?
PS3	Adventure	Journey	2012	ThatGameCompany
PS3	Misc	SingStar Pop Edition	2009	?
PS3	Racing	SBK X: Superbike World Championship	2010	Milestone S.r.l
XB	Shooter	Robotech: Battlecry	N/A	Vicious Cycle
PS	Adventure	NOëL: NOT DiGITAL	1996	?
SNES	Fighting	Dragon Ball Z Hyper Dimension	1995	?
DS	Simulation	Imagine: Boutique Owner	2009	Creative Patterns
3DS	Role-Playing	Dragon Ball: Fusions	2016	Ganbarion
DS	Sports	Madden NFL 07	2006	Exient Entertainment
PS	Fighting	HBO Boxing	2000	Osiris Studios
X360	Misc	Hasbro Family Game Night 3	2010	?
X360	Action	Star Trek: The Game	2013	?
X360	Sports	Bass Pro Shops: The Strike	2009	Piranha Games
XB	Shooter	Darkwatch	2005	High Moon Studios
PS3	Role-Playing	Disgaea D2: A Brighter Darkness	2013	Nippon Ichi Software
PS2	Strategy	Front Mission 5: Scars of the War	2005	?
PS2	Platform	Maximo vs Army of Zin	2003	Capcom
Wii	Action	Bratz: Girlz Really Rock	2008	Blitz Games
GC	Platform	The Fairly OddParents: Breakin' Da Rules	2003	?
PC	Action	Assassin's Creed Syndicate	2015	Ubisoft Quebec
DS	Action	The Chronicles of Narnia: Prince Caspian	2008	Fall Line Studio
PS2	Role-Playing	Summoner 2	2002	Volition Inc.
PS	Platform	The Land Before Time: Big Water Adventure	2002	?
PS3	Sports	Move Fitness	N/A	?
Wii	Misc	Order Up!	2008	?
PS2	Adventure	Shadow of Destiny	2001	Konami
DS	Adventure	The Magic School Bus: Oceans	2011	CokeM Interactive
PSP	Strategy	Valkyria Chronicles III: Unrecorded Chronicles	N/A	Sega
DS	Action	Ninja Gaiden: Dragon Sword	2008	Team Ninja
XB	Sports	Cabela's Deer Hunt: 2004 Season	2003	FUN Labs
PSP	Sports	Brunswick Pro Bowling	2007	Point of View
N64	Platform	Gex 3: Deep Cover Gecko	1999	?
N64	Shooter	WinBack: Covert Operations	1999	?
N64	Fighting	ClayFighter 63 1/3	1997	?
N64	Misc	Monopoly	1999	?
N64	Fighting	WCW Nitro	1998	?
N64	Racing	Cruis'n Exotica	2000	?
PSV	Role-Playing	World of Final Fantasy	2016	Square Enix
PSV	Action	Danganronpa Another Episode: Ultra Despair Girls	2014	Spike Chunsoft
Wii	Action	Pro Evolution Soccer 2012	2011	Konami
Wii	Platform	The Legend of Spyro: The Eternal Night	2007	Krome Studios
PS	Role-Playing	Bastard!! Utsuro Naru Kamigami no Utsuwa	1996	?
Wii	Misc	DanceDanceRevolution II	N/A	Konami
PS4	Adventure	The Wolf Among Us	2014	Telltale Games
Wii	Adventure	Cursed Mountain	2009	"Deep Silver, Sproing Interactive Media, Sproing"
Wii	Misc	Now! That's What I Call Music: Dance & Sing	2011	?
SAT	Fighting	The King of Fighters '96	1996	?
DS	Strategy	Age of Empires: Mythologies	2008	Griptonite Games
X360	Racing	SBK Superbike World Championship	2008	Milestone S.r.l
GC	Action	Bionicle	2003	Argonaut Games
DS	Puzzle	Hidden Mysteries: Buckingham Palace	2010	Gunnar Games
3DS	Role-Playing	Heroes of Ruin	2012	n-Space
XOne	Strategy	State of Decay	2015	?
Wii	Platform	A Boy and His Blob	2009	WayForward
PSP	Adventure	Prince of Persia: Revelations	2005	?
PS	Role-Playing	Angel Blade: Neo Tokyo Guardians	1997	?
PS	Role-Playing	Threads of Fate	1999	?
PS3	Racing	Baja: Edge of Control	2008	2XL Games
PS3	Action	G.I. Joe: The Rise of Cobra	2009	Double Helix Games
PS	Role-Playing	PoPoLoCrois Monogatari II	2000	?
GBA	Platform	Famicom Mini: Ganbare Goemon! Karakuri Douchuu	2004	?
PSP	Fighting	UFC Undisputed 2010	2010	Yuke's
PSP	Misc	World Series of Poker	2005	Activision
X360	Misc	Rayman Raving Rabbids	2007	Ubisoft Montpellier
PS2	Action	Deus Ex: The Conspiracy	2002	Ion Storm
XB	Shooter	Unreal II: The Awakening	2004	Tantalus Interactive
PS2	Racing	Rumble Racing	2001	Electronic Arts
PS2	Action	Spider-Man: Web of Shadows	2008	"Treyarch, Shaba Games"
X360	Action	Vampire Rain	2007	Artoon
XB	Action	Batman Begins	2005	Eurocom Entertainment Software
XOne	Sports	NBA Live 15	2014	EA Sports
DS	Strategy	Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus	2011	?
PS2	Sports	J-League Winning Eleven 10 + Europa League 06-07	2006	?
GBA	Platform	Shrek: Reekin' Havoc	2003	TOSE
PSP	Role-Playing	Tales of Phantasia: Narikiri Dungeon X	2010	?
XB	Action	JSRF: Jet Set Radio Future	2002	Smilebit
GC	Sports	NHL Hitz 20-02	2001	Midway
X360	Action	Way of the Samurai 3	2009	Acquire
GC	Sports	NCAA Football 2003	2002	EA Sports
PS	Racing	Rollcage	1999	?
PS3	Action	Hitman: HD Trilogy	2013	Io Interactive
PSP	Fighting	Marvel Super Hero Squad	2009	THQ
PSV	Fighting	J Stars Victory Vs.	2014	Bandai Namco Games
PS3	Platform	de Blob 2	2011	Blue Tongue Entertainment
PS3	Sports	Champion Jockey: G1 Jockey & Gallop Racer	2011	?
X360	Shooter	Greg Hastings Paintball 2	2010	Super X Studios
PS2	Sports	ESPN Winter X Games: Snowboarding 2002	2000	Konami
Wii	Role-Playing	Final Fantasy Fables: Chocobo's Dungeon	2007	h.a.n.d. Inc.
PS2	Action	Project: Snowblind	2005	Crystal Dynamics
X360	Action	Prison Break: The Conspiracy	2010	ZootFly
DS	Strategy	Super Robot Taisen K	2009	?
Wii	Misc	You Don't Know Jack	2011	"Jellyvision, Iron Galaxy Studios"
PS	Fighting	Mortal Kombat: Special Forces	2000	Midway
3DS	Platform	Mega Man Legacy Collection	2016	Digital Eclipse
Wii	Action	The Last Airbender	2010	THQ
DS	Sports	Tony Hawk's Motion	2008	Creat Studios
DS	Simulation	Disney's Planes	2013	TOSE
X360	Sports	NCAA March Madness 07	2007	EA Canada
X360	Sports	StokEd	2009	Bongfish
PS2	Role-Playing	Shin Megami Tensei: Persona 3 (jp sales)	2006	?
PS2	Action	Evil Dead: Regeneration	2005	Cranky Pants Games
DS	Racing	Wacky Races: Crash & Dash	2008	?
PC	Shooter	Defiance	2013	Trion Worlds
XB	Sports	NHL 2003	2002	EA Sports
SAT	Fighting	X-Men: Children of the Atom	1995	?
PSP	Sports	Tiger Woods PGA Tour	2005	EA Canada
PS2	Sports	NHL 2K3	2002	Treyarch
PS	Adventure	Yarudora Series Vol. 2: Kisetsu wo Dakishimete	1998	?
PSP	Sports	NCAA Football 10	2009	EA Tiburon
DS	Misc	Heisei Kyouiku linkai DS	2006	?
X360	Misc	You Don't Know Jack	2011	"Jellyvision, Iron Galaxy Studios"
Wii	Misc	The Naked Brothers Band: The Video Game	2008	?
GBA	Misc	SpongeBob SquarePants: Game Boy Advance Video Volume 3	2004	?
PS3	Sports	Pro Yaky? Spirits 2010	2010	?
GBA	Fighting	Final Fight One	2001	Sun-Tec
PS4	Sports	Tony Hawk's Pro Skater 5	2015	Robomodo
PSP	Sports	MLB 10: The Show	2010	SCEA
PS2	Sports	Gallop Racer 2003: A New Breed	2002	Tecmo
3DS	Action	Frogger 3D	2011	Alpha Unit
DS	Role-Playing	Blue Dragon Plus	2008	Brownie Brown
XB	Sports	Outlaw Golf 2	2004	Hypnotix
GC	Action	BeyBlade VForce: Super Tournament Battle	2002	Takara
3DS	Action	Little Battlers eXperience: Baku Boost	2012	?
PSP	Sports	J-League Pro Soccer Club o Tsukurou! 7 Euro Plus	2011	?
X360	Shooter	Dead to Rights: Retribution	2010	Volatile Games
PS	Adventure	Bugs Bunny & Taz: Time Busters	2000	?
DS	Simulation	Discovery Kids: Pony Paradise	2009	Gimagin Games
PS3	Action	Jikkyou Powerful Pro Yakyuu 2012	2012	?
GC	Fighting	Dragon Ball Z: Sagas	2005	Avalanche Software
XB	Platform	X2: Wolverine's Revenge	2003	GenePool
GBA	Action	Power Rangers: Wild Force	2002	Natsume
Wii	Action	Tenchu: Shadow Assassins	2008	Acquire
Wii	Action	Barbie: Groom and Glam Pups	2010	Game Machine Studios
PS3	Shooter	Lost Planet 3	2013	Spark Unlimited
GBA	Misc	Mary-Kate and Ashley: Girls Night Out	2002	Powerhead Games
NG	Fighting	The King of Fighters '95	1995	?
DS	Action	Wedding Dash	2009	Zoo Games
GBA	Action	Beyblade G-Revolution	2004	Full Fat
GB	Strategy	Trade & Battle: Card Hero	2000	?
PSP	Misc	World Championship Cards	2008	Crave
PS2	Fighting	Capcom Fighting Evolution	2004	Capcom
PS4	Action	Assassin's Creed The Ezio Collection	2016	Ubisoft Montreal
SNES	Strategy	SD Gundam GNext	1995	?
PSV	Action	God of War Collection	2014	"Sanzaru Games, Sanzaru Games, Inc."
PS2	Sports	Backyard NFL Football 2006	2005	?
XB	Racing	NASCAR Heat 2002	2001	Monster Games Inc.
DS	Puzzle	Sloane to MacHale no Nazo no Monogatari	2009	?
PS3	Action	Anarchy Reigns	2012	PlatinumGames
PS3	Simulation	Mobile Suit Gundam: Crossfire	2006	Bec
XOne	Action	Saints Row IV	2015	?
PS2	Action	Sengoku Basara 2 Heroes	2007	?
PS2	Misc	Buzz! The Schools Quiz	2008	?
PS2	Strategy	Suikoden Tactics	2005	Konami
XB	Sports	NCAA March Madness 06	2005	EA Canada
X360	Shooter	Sniper: Ghost Warrior 2	2013	City Interactive
PC	Role-Playing	EVE Online	2003	CCP
DC	Role-Playing	Phantasy Star Online	2000	Sonic Team
XB	Racing	Crazy Taxi 3: High Roller	2002	Hitmaker
XB	Racing	Midnight Club 3: DUB Edition Remix	2006	Rockstar San Diego
PS2	Sports	International Superstar Soccer 2000	2000	?
GBA	Misc	CandyLand / Chutes & Ladders / Memory	2005	?
PS2	Misc	The Bible Game	2005	Crave
PSP	Strategy	Thrillville	2006	Frontier Developments
SNES	Racing	Drift King Shutokou Battle '94	1994	?
PC	Shooter	"Warhammer 40,000: Space Marine"	2011	Relic
PSP	Role-Playing	Shining Blade	2012	?
Wii	Misc	The Ultimate Red Ball Challenge	2009	?
PS2	Fighting	The King of Fighters Collection: The Orochi Saga	2006	Terminal Reality
PS2	Sports	PBR: Out of the Chute	2008	?
PS2	Sports	Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial	2003	?
PS4	Role-Playing	Valkyria Chronicles	2016	?
WiiU	Simulation	Disney's Planes	2013	Behaviour Interactive
PS2	Racing	Saturday Night Speedway	2004	Ratbag
GC	Misc	Bratz: Rock Angelz	2005	Blitz Games
SAT	Strategy	Langrisser III	1996	?
PS4	Shooter	Zombie Army Trilogy	2015	Rebellion
X360	Adventure	CSI: Deadly Intent	2009	?
XB	Sports	MLB SlugFest 20-03	2002	Gratuitous Games
NG	Fighting	Samurai Spirits (CD)	1994	?
PSP	Fighting	The Con	2005	"SCEA, Think and Feel"
PS2	Platform	Pitfall: The Lost Expedition	2004	Edge of Reality
GC	Fighting	From TV Animation One Piece: Grand Battle! 3	2003	?
DS	Racing	Need for Speed Carbon: Own the City	2006	Exient Entertainment
DS	Misc	Deal or No Deal: The Banker is Back!	2008	?
GBA	Sports	Rocket Power: Zero Gravity Zone	2003	?
PS3	Role-Playing	Enchanted Arms	2007	From Software
PS2	Racing	Le Mans 24 Hours	2001	Atari
3DS	Action	WipeOut 3 The Game	2012	?
PS3	Role-Playing	The Witch and the Hundred Knight	2013	Nippon Ichi Software
PS2	Sports	ESPN MLB Baseball	2004	?
PS2	Fighting	All Star Pro-Wrestling	2000	?
DS	Role-Playing	Dragon Ball Z: Harukanaru Densetsu	2007	Bec
GBA	Simulation	Harvest Moon: More Friends of Mineral Town	2003	TOSE
GC	Platform	The Fairly Odd Parents: Shadow Showdown	2004	?
3DS	Simulation	Story of Seasons: Good Friends of the Three Villages	2016	?
SAT	Shooter	Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono	1996	?
X360	Misc	Jillian Michaels' Fitness Adventure	2011	"MicroProse, n-Space"
PSP	Action	Kurohyou 2: Ryu ga Gotoku Ashura Hen	2012	?
GBA	Platform	X2: Wolverine's Revenge	2003	Vicarious Visions
XB	Sports	NBA 2K2	2002	Visual Concepts
3DS	Action	Code of Princess	2012	Studio Saizensen
PS3	Sports	Major League Baseball 2K11	2011	Visual Concepts
PSP	Role-Playing	7th Dragon 2020	2011	?
XB	Racing	Cars	2006	Rainbow Studios
PS2	Misc	Taiko no Tatsujin: Waku Waku Anime Matsuri	2003	?
GC	Racing	Spy Hunter	2002	Point of View
Wii	Misc	We Sing Robbie Williams	2010	?
X360	Role-Playing	Dark Messiah of Might and Magic Elements	2008	Ubisoft Annecy
Wii	Action	Planet 51	2009	Pyro Studios
PS2	Shooter	Dead to Rights II	2005	WideScreen Games
GBA	Sports	Super Dodge Ball Advance	2001	Atlus Co.
PC	Sports	FIFA 16	2015	EA Sports
X360	Adventure	Teenage Mutant Ninja Turtles: Danger of the Ooze	2014	WayForward
PS	Role-Playing	Ogre Battle Saga Episode Five: The March of the Black Queen	1996	?
PS4	Action	The Heavy Rain and Beyond: Two Souls Collection	2016	?
XOne	Sports	NBA Live 14	2013	EA Sports
PS3	Action	Kung Fu Rider	2010	SCE Japan Studio
PS	Shooter	MDK	1997	?
X360	Simulation	DarkStar One: Broken Alliance	2010	Gaming Minds Studios
XOne	Action	Dragon Ball: Xenoverse 2	2016	Dimps Corporation
PS3	Racing	WRC: FIA World Rally Championship	N/A	Milestone S.r.l
PS4	Role-Playing	Odin Sphere: Leifthrasir	2016	Vanillaware
DS	Misc	"Ni Hao, Kai-lan: New Year's Celebration"	2009	Take-Two Interactive
PS2	Misc	Rock Band Track Pack: Classic Rock	2009	Harmonix Music Systems
GC	Platform	Ty the Tasmanian Tiger 2: Bush Rescue	2004	Krome Studios
X360	Misc	Body and Brain Connection	2010	Namco Bandai Games
PS	Racing	Speed Punks	1998	?
Wii	Action	Dragon Ball: Revenge of King Piccolo	2009	Media Vision
PSP	Role-Playing	The Legend of Heroes VII: The Trail of Blue	2011	?
X360	Misc	High School Musical 3: Senior Year DANCE!	2008	?
PSP	Action	Warriors Orochi	2008	"Omega Force, Koei Canada"
XB	Sports	MVP Baseball 2003	2003	EA Sports
X360	Racing	Monster Jam	2007	Torus Games
DS	Role-Playing	Infinite Space	2009	PlatinumGames
PS2	Sports	NCAA Final Four 2004	2003	989 Sports
XB	Action	"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"	2005	Traveller's Tales
N64	Shooter	Body Harvest	1998	?
N64	Racing	San Francisco Rush 2049	2000	?
N64	Strategy	Super Robot Taisen 64	1999	?
N64	Sports	Snowboard Kids	1996	?
N64	Platform	Tigger's Honey Hunt	2000	?
N64	Sports	Famista 64	N/A	?
N64	Racing	Roadsters 99	1999	?
N64	Puzzle	Magical Tetris Challenge	1997	?
N64	Sports	Twisted Edge Extreme Snowboarding	1998	?
N64	Platform	Disney's Tarzan	2000	?
N64	Racing	South Park Rally	2000	?
PSP	Sports	NBA 07	2006	SCEA
PC	Role-Playing	Two Worlds II	2011	Reality Pump
XB	Racing	IHRA Drag Racing 2004	2003	Bethesda Softworks
PSP	Role-Playing	Shining Hearts	2010	?
PS3	Role-Playing	The Legend of Heroes: Trails of Cold Steel	2013	Falcom
PS3	Shooter	Clive Barker's Jericho	2007	"Mercury Steam, Alchemic Productions"
3DS	Fighting	Tekken 3D: Prime Edition	2012	Arika
DS	Role-Playing	Marvel: Ultimate Alliance 2	2009	n-Space
DS	Simulation	Treasure World	2009	Aspyr
PS3	Misc	SingStar: Back to the 80s	2011	?
PS2	Misc	Jissen Pachi-Slot Hisshouhou! Aladdin A	2002	?
PS2	Racing	Ford Racing Off Road	2008	Razorworks Studios
GBA	Misc	Namco Museum: 50th Anniversary	2005	Backbone Vancouver
PS	Strategy	Nobunaga no Yabou: Reppuuden	1999	?
PS2	Sports	The BIGS 2	2009	Blue Castle Games
X360	Shooter	Front Mission Evolved	2010	Double Helix Games
Wii	Adventure	Hidden Mysteries: Titanic - Secrets of the Fateful Voyage	2009	?
XB	Sports	Mat Hoffman's Pro BMX 2	2002	Rainbow Studios
SNES	Role-Playing	Treasure Hunter G	1996	?
X360	Sports	Ashes Cricket 2009	2009	?
XB	Action	From Russia With Love	2005	Electronic Arts
XOne	Action	Sleeping Dogs	2014	?
SAT	Shooter	Wing Arms	1994	?
DS	Misc	Press Your Luck 2010 Edition	2009	Ludia Inc.
PS3	Simulation	Apache: Air Assault	2010	Gaijin Entertainment
PS3	Sports	Pro Yaky? Spirits 2013	2013	?
Wii	Sports	Cabela's North American Adventures	2010	FUN Labs
DS	Misc	Wizards of Waverly Place: Spellbound	2010	Disney Interactive Studios
PC	Action	Dying Light	2015	Techland
PS2	Sports	Cabela's Big Game Hunter (2008)	2007	Activision
DS	Misc	The Cheetah Girls: Passport to Stardom	2008	Handheld Games
DC	Role-Playing	Grandia II	2000	Game Arts
PS	Misc	Namco Museum Vol.4	1996	?
X360	Racing	Ridge Racer 6	2005	Namco
XB	Action	Shark Tale	2004	Edge of Reality
GC	Sports	NFL Street 2	2004	EA Tiburon
PSP	Sports	Pro Yaky? Spirits 2013	2013	?
DS	Misc	My Secret World by Imagine	2008	Ubisoft
PS2	Action	Teenage Mutant Ninja Turtles 3: Mutant Nightmare	2005	KCE Studios
X360	Simulation	Zone of the Enders HD Collection	2012	High Voltage Software
X360	Role-Playing	Record of Agarest War	2008	Compile Heart
PS2	Strategy	Gladius	2003	LucasArts
PS3	Shooter	Earth Defense Force: Insect Armageddon	2011	Vicious Cycle
XB	Sports	Dave Mirra Freestyle BMX 2	2001	"Z-Axis, Ltd."
PSP	Sports	Pro Yaky? Spirits 2012	2012	?
GC	Platform	SpongeBob SquarePants: Revenge of the Flying Dutchman	2002	Big Sky Software
PS2	Misc	Taiko no Tatsujin: Go! Go! Godaime	2004	?
PS2	Misc	Taiko Drum Master	2004	Namco
PS	Puzzle	Bust-A-Move 2 Arcade Edition	1995	?
XB	Puzzle	Tetris Worlds (Online Edition)	2003	Radical Entertainment
PC	Strategy	Total War: Shogun 2 - Fall of the Samurai	2012	?
PSV	Action	Dungeon Hunter Alliance	2012	Ubisoft
PS2	Action	Forgotten Realms: Demon Stone	2004	Stormfront Studios
SNES	Sports	Super Baseball Simulator 1.000	1991	?
X360	Shooter	Soldier of Fortune: Payback	2007	Cauldron Ltd.
PS3	Action	Afro Samurai	2009	"Namco Bandai Games America, Namco Bandai Games"
PS2	Racing	Looney Tunes: Space Race	2002	Tantalus Interactive
PSP	Puzzle	Puzzle Challenge: Crosswords and More!	2006	?
Wii	Misc	Neighborhood Games	2009	Jet Black Games
GBA	Sports	Backyard Hockey	2003	Mistic Software
DS	Action	The Amazing Spider-Man (Console Version)	2012	?
XOne	Simulation	Farming Simulator 2015	2015	?
PSV	Action	Silent Hill: Book of Memories	2012	WayForward
PS2	Simulation	Playboy: The Mansion	2005	Cyberlore Studios
PSP	Sports	Jikkyou Powerful Pro Yakyuu 2010	2010	?
PSP	Strategy	Sid Meier's Pirates!	2007	?
PSP	Role-Playing	Ore no Shikabane o Koete Yuke	2011	?
X360	Racing	Baja: Edge of Control	2008	2XL Games
PSP	Sports	Tiger Woods PGA Tour 06	2005	Team Fusion
PS	Action	Shaman King: Spirit of Shamans	2002	?
GBA	Action	Ratatouille	2007	Helixe
DS	Role-Playing	Bleach: The 3rd Phantom	2008	"Sega, Tom Create"
GBA	Platform	The Fairly Odd Parents: Enter the Cleft	2002	?
GC	Misc	MC Groovz Dance Craze	2004	Mad Catz
XB	Adventure	The Thing	2002	Computer Artworks
PS	Action	Tom and Jerry in House Trap	2000	?
GBA	Action	Power Rangers: Time Force	2001	?
PS3	Role-Playing	Untold Legends: Dark Kingdom	2006	Sony Online Entertainment
PSP	Sports	Jikkyou Powerful Pro Yakyuu 2011	2011	?
DS	Misc	DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan	2006	?
PS3	Strategy	Plants vs. Zombies	2011	PopCap
XB	Role-Playing	Baldur's Gate: Dark Alliance	2002	Snowblind Studios
GC	Action	Prince of Persia: Warrior Within	2004	Ubisoft
DS	Puzzle	Mahjongg Mysteries: Ancient Egypt	2010	?
3DS	Role-Playing	Aikatsu! Cinderella Lesson	2012	?
XB	Fighting	UFC: Tapout	2002	?
X360	Action	Warriors Orochi	2007	Omega Force
PS2	Action	Predator: Concrete Jungle	2005	Eurocom Entertainment Software
Wii	Sports	Cabela's Survival: Shadows of Katmai	2011	Activision
PS3	Fighting	Arcana Heart 3	2011	Examu
DS	Action	X-Men Origins: Wolverine	2009	Griptonite Games
PS2	Racing	Big Mutha Truckers 2	2005	Eutechnyx
PS3	Simulation	Armored Core 4	2006	From Software
PC	Adventure	Shutter Island	2009	Merscom LLC
DS	Role-Playing	Solatorobo: Red the Hunter	2010	CyberConnect2
PS2	Sports	NHL FaceOff 2001	2001	989 Sports
PS2	Role-Playing	Mana Khemia 2: Fall of Alchemy	2008	Gust
PS2	Action	The Great Escape	2003	Pivotal Games
Wii	Misc	Just Dance 2: Extra Songs	2011	?
PS3	Action	Castlevania: Lords of Shadow 2	2014	Mercury Steam
GBA	Misc	Dexter's Lab Chess Challenge	2002	?
DS	Adventure	CSI: Unsolved!	2010	?
XB	Racing	Big Mutha Truckers	2002	Eutechnyx
PS3	Action	Way of the Samurai 4	2011	Acquire
PS2	Misc	ESA Foundation Compilation	2005	?
GBA	Platform	The Hobbit	2003	Saffire
PS2	Fighting	The King of Fighters XI	2006	SNK Playmore
PSP	Shooter	Tom Clancy's Splinter Cell: Essentials	2006	Ubisoft
DS	Misc	The Naked Brothers Band: The Video Game	2008	?
DS	Adventure	Chronicles of Mystery: Curse of the Ancient Temple	2009	City Interactive
PS	Fighting	Dragon Ball Z: Idainaru Dragon Ball Densetsu	1996	?
PS3	Sports	Major League Baseball 2K12	2012	Visual Concepts
PSP	Action	Family Guy	2006	High Voltage Software
PC	Action	Dead Space 3	N/A	Visceral Games
PS2	Shooter	Sniper Elite	2005	Rebellion
Wii	Sports	Yoga Wii	2009	?
PS3	Action	MLB 16: The Show	2016	?
PSP	Action	Harry Potter and the Goblet of Fire	2005	Electronic Arts
DS	Action	Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS	2005	?
SNES	Misc	Parlor! Mini 4	1996	?
GBA	Role-Playing	Breath of Fire II	2001	Capcom
3DS	Action	The Amazing Spider-Man (Console Version)	2012	?
PSP	Misc	Danganronpa 2: Goodbye Despair	2012	?
